Wall time         ,Step,Value
1510685538.179885 ,424 ,0.15047338604927063
1510685541.8498027,426 ,0.14998869597911835
1510685549.1314328,430 ,0.1490207314491272
1510685565.2998812,439 ,0.1468898504972458
1510685567.1433988,440 ,0.14665678143501282
1510685568.9348664,441 ,0.14642499387264252
1510685570.7299283,442 ,0.146195188164711
1510685574.316755 ,444 ,0.14573267102241516
1510685576.1233594,445 ,0.14550402760505676
1510685581.523211 ,448 ,0.14481966197490692
1510685587.0460408,451 ,0.14414191246032715
1510685599.7903624,458 ,0.14258812367916107
1510685601.6058874,459 ,0.14236980676651
1510685603.4342122,460 ,0.14215309917926788
1510685605.2397287,461 ,0.1419352889060974
1510685608.8421373,463 ,0.14150495827198029
1510685610.6511023,464 ,0.1412901133298874
1510685612.444365 ,465 ,0.14107675850391388
1510685616.093396 ,467 ,0.1406514048576355
1510685617.9337976,468 ,0.14044050872325897
1510685619.787659 ,469 ,0.14022912085056305
1510685623.385068 ,471 ,0.1398090124130249
1510685626.9912987,473 ,0.13939034938812256
1510685628.8005903,474 ,0.1391834020614624
1510685636.1183805,478 ,0.1383579820394516
1510685648.9754167,485 ,0.13693009316921234
1510685654.491754 ,488 ,0.13632912933826447
1510685656.3349104,489 ,0.1361309140920639
1510685660.0032282,491 ,0.1357383280992508
1510685663.68692  ,493 ,0.13534671068191528
1510685669.114043 ,496 ,0.13476397097110748
1510685689.3100014,507 ,0.13268986344337463
1510685694.8043134,510 ,0.1321364790201187
1510685696.6067874,511 ,0.1319526880979538
1510685698.407473 ,512 ,0.13176994025707245
1510685702.0193644,514 ,0.1314081847667694
1510685705.6738853,516 ,0.1310437172651291
1510685707.5203109,517 ,0.13086311519145966
1510685711.159945 ,519 ,0.1305057406425476
1510685720.3145492,524 ,0.12962162494659424
1510685722.1631045,525 ,0.12944631278514862
1510685733.0654635,531 ,0.12841813266277313
1510685736.7426775,533 ,0.12807656824588776
1510685738.588003 ,534 ,0.1279079169034958
1510685740.4233997,535 ,0.12773990631103516
1510685742.272311 ,536 ,0.12757164239883423
1510685744.124669 ,537 ,0.12740740180015564
1510685745.963266 ,538 ,0.1272403746843338
1510685747.8015213,539 ,0.12707409262657166
1510685749.640193 ,540 ,0.12690629065036774
1510685751.473879 ,541 ,0.12673945724964142
1510685753.3163445,542 ,0.126576229929924
1510685757.0058475,544 ,0.12625080347061157
1510685762.5215929,547 ,0.12576499581336975
1510685764.3553815,548 ,0.12560224533081055
1510685766.1977012,549 ,0.12544016540050507
1510685769.8649702,551 ,0.1251194030046463
1510685777.2084513,555 ,0.12448730319738388
1510685780.8934722,557 ,0.12417678534984589
1510685784.567334 ,559 ,0.12387138605117798
1510685791.938051 ,563 ,0.12325849384069443
1510685793.743862 ,564 ,0.1231076568365097
1510685795.5542812,565 ,0.1229565441608429
1510685799.2125025,567 ,0.12265367060899734
1510685802.886451 ,569 ,0.12235366553068161
1510685806.564294 ,571 ,0.12205535918474197
1510685810.2494483,573 ,0.1217631921172142
1510685812.0835261,574 ,0.12161596864461899
1510685817.6000915,577 ,0.1211761087179184
1510685821.2843645,579 ,0.12088647484779358
1510685823.1317086,580 ,0.12073928117752075
1510685824.973027 ,581 ,0.12059836089611053
1510685826.8157141,582 ,0.12045500427484512
1510685828.648627 ,583 ,0.12031099945306778
1510685830.4977703,584 ,0.12016990035772324
1510685834.1674788,586 ,0.11988841742277145
1510685836.005788 ,587 ,0.11974932998418808
1510685845.0800655,592 ,0.11905702203512192
1510685846.8921459,593 ,0.11891987174749374
1510685850.5074463,595 ,0.11864611506462097
1510685852.3142297,596 ,0.11850927770137787
1510685854.1074686,597 ,0.11837507039308548
1510685859.5353932,600 ,0.11796984821557999
1510685863.159283 ,602 ,0.11770500242710114
1510685866.8389153,604 ,0.1174396276473999
1510685870.5357046,606 ,0.11717639118432999
1510685874.1866312,608 ,0.11691538244485855
1510685877.7927024,610 ,0.1166568249464035
1510685879.6101084,611 ,0.11652874946594238
1510685881.4212437,612 ,0.11640159040689468
1510685886.913795 ,615 ,0.11602647602558136
1510685894.2546275,619 ,0.11552225053310394
1510685896.0886624,620 ,0.1153988167643547
1510685899.764967 ,622 ,0.11515051126480103
1510685901.6159196,623 ,0.1150270476937294
1510685905.291717 ,625 ,0.11477795243263245
1510685912.6634996,629 ,0.11427974700927734
1510685921.870091 ,634 ,0.11367316544055939
1510685934.6556404,641 ,0.11283537745475769
1510685936.4787018,642 ,0.11271774768829346
1510685940.1195052,644 ,0.11248321831226349
1510685941.9258993,645 ,0.112366683781147
1510685943.7786   ,646 ,0.11225126683712006
1510685945.6114492,647 ,0.11213552206754684
1510685947.4546714,648 ,0.11201970279216766
1510685949.2639954,649 ,0.111904576420784
1510685952.878473 ,651 ,0.11167517304420471
1510685954.6897943,652 ,0.11156326532363892
1510685961.9234579,656 ,0.11111237853765488
1510685963.7266958,657 ,0.11100178211927414
1510685967.3321006,659 ,0.1107780784368515
1510685970.949076 ,661 ,0.1105567142367363
1510685976.4635234,664 ,0.11022698879241943
1510685980.181043 ,666 ,0.11001189053058624
1510685982.0191903,667 ,0.10990402847528458
1510685983.8721626,668 ,0.1097986102104187
1510685989.399599 ,671 ,0.10947701334953308
1510685991.2472632,672 ,0.10936880111694336
1510685993.0971751,673 ,0.10926266759634018
1510685994.939247 ,674 ,0.10915490984916687
1510685996.7393553,675 ,0.10904770344495773
1510686000.3780031,677 ,0.10883551090955734
1510686002.224186 ,678 ,0.10873042047023773
1510686004.0206013,679 ,0.10862512141466141
1510686007.6637228,681 ,0.10841677337884903
1510686009.5030353,682 ,0.10831358283758163
1510686011.3432457,683 ,0.10821204632520676
1510686013.1601481,684 ,0.10810685902833939
1510686014.9733744,685 ,0.10800222307443619
1510686016.7785935,686 ,0.10789889097213745
1510686020.3828807,688 ,0.10769408941268921
1510686022.1703155,689 ,0.10759278386831284
1510686027.5777833,692 ,0.10729040205478668
1510686034.750797 ,696 ,0.106888547539711
1510686040.2541814,699 ,0.10659686475992203
1510686042.0927768,700 ,0.10649804770946503
1510686043.9309473,701 ,0.10640090703964233
1510686047.6138372,703 ,0.10620556771755219
1510686049.4480138,704 ,0.10610432177782059
1510686051.2854648,705 ,0.10600871592760086
1510686053.0846553,706 ,0.10591228306293488
1510686056.6717238,708 ,0.10571916401386261
1510686058.4643066,709 ,0.1056230440735817
1510686060.2503874,710 ,0.10552609711885452
1510686067.43905  ,714 ,0.10514519363641739
1510686074.6179152,718 ,0.10476575046777725
1510686076.4216783,719 ,0.10467248409986496
1510686080.0219347,721 ,0.10448423027992249
1510686081.8093576,722 ,0.10439350455999374
1510686083.6178   ,723 ,0.1042998656630516
1510686085.4056785,724 ,0.10420678555965424
1510686087.2017465,725 ,0.10411788523197174
1510686088.995721 ,726 ,0.1040264144539833
1510686094.3745117,729 ,0.10375406593084335
1510686096.1658397,730 ,0.10366474837064743
1510686106.922963 ,736 ,0.10312587767839432
1510686110.5101218,738 ,0.10294921696186066
1510686112.2970817,739 ,0.10286092758178711
1510686114.0864847,740 ,0.10277429223060608
1510686115.8944654,741 ,0.10268744826316833
1510686119.5663943,743 ,0.10251479595899582
1510686125.0899804,746 ,0.10225679725408554
1510686126.9286785,747 ,0.10217377543449402
1510686132.3868995,750 ,0.10191670060157776
1510686134.2050698,751 ,0.10183347016572952
1510686136.017705 ,752 ,0.10174626111984253
1510686139.6400943,754 ,0.10158007591962814
1510686143.2645433,756 ,0.1014118641614914
1510686148.7248147,759 ,0.10116008669137955
1510686150.56396  ,760 ,0.10107608884572983
1510686154.2502525,762 ,0.10090833902359009
1510686159.7629237,765 ,0.10066290944814682
1510686161.6084123,766 ,0.10057945549488068
1510686163.4202254,767 ,0.10049794614315033
1510686167.1041234,769 ,0.10033711791038513
1510686168.9455664,770 ,0.10025696456432343
1510686170.7932336,771 ,0.10017731040716171
1510686174.4817612,773 ,0.10001417994499207
1510686176.317134 ,774 ,0.09993200749158859
1510686178.1187236,775 ,0.09985049068927765
1510686187.312772 ,780 ,0.09945529699325562
1510686194.6865544,784 ,0.09914349764585495
1510686196.5326612,785 ,0.0990675687789917
1510686200.2014902,787 ,0.0989154651761055
1510686203.889745 ,789 ,0.0987631231546402
1510686207.4830368,791 ,0.09861176460981369
1510686209.2919993,792 ,0.09853681921958923
1510686211.1097813,793 ,0.09846131503582001
1510686212.9158838,794 ,0.09838753193616867
1510686214.7198877,795 ,0.09831291437149048
1510686216.5278475,796 ,0.09823819249868393
1510686220.1383836,798 ,0.09808856248855591
1510686223.7423472,800 ,0.09794212877750397
1510686227.3588665,802 ,0.09779471158981323
1510686232.7635884,805 ,0.09757041186094284
1510686236.3837044,807 ,0.09742117673158646
1510686238.1912353,808 ,0.09734723716974258
1510686240.0077007,809 ,0.09727293998003006
1510686247.233976 ,813 ,0.09698306024074554
1510686250.8419776,815 ,0.09683931618928909
1510686252.667006 ,816 ,0.0967685654759407
1510686256.289623 ,818 ,0.09662475436925888
1510686261.7244844,821 ,0.09641369432210922
1510686265.3560896,823 ,0.09627571702003479
1510686267.1684804,824 ,0.09620595723390579
1510686268.9775634,825 ,0.0961374044418335
1510686274.3976388,828 ,0.09593264013528824
1510686279.878435 ,831 ,0.09572876989841461
1510686281.6839738,832 ,0.09566070884466171
1510686285.2819626,834 ,0.09552591294050217
1510686288.8898485,836 ,0.09538905322551727
1510686292.5056274,838 ,0.09525522589683533
1510686301.543544 ,843 ,0.09492123126983643
1510686305.159919 ,845 ,0.09478829801082611
1510686306.9719465,846 ,0.09472159296274185
1510686308.7907777,847 ,0.09465561807155609
1510686310.5974798,848 ,0.09458764642477036
1510686316.0123925,851 ,0.0943920761346817
1510686326.885675 ,857 ,0.09400221705436707
1510686330.4962165,859 ,0.09387283772230148
1510686332.2985663,860 ,0.0938066616654396
1510686334.102223 ,861 ,0.09374377131462097
1510686335.9089224,862 ,0.09367890655994415
1510686337.7164023,863 ,0.09361582249403
1510686344.9515145,867 ,0.09336380660533905
1510686348.571973 ,869 ,0.09324001520872116
1510686350.3748596,870 ,0.09317643940448761
1510686355.7765486,873 ,0.09298895299434662
1510686357.5794125,874 ,0.09292721003293991
1510686359.3905416,875 ,0.09286495298147202
1510686361.2197125,876 ,0.09280399978160858
1510686363.0369503,877 ,0.09274249523878098
1510686366.651477 ,879 ,0.09262276440858841
1510686368.4513867,880 ,0.09256165474653244
1510686370.2717235,881 ,0.09250111877918243
1510686372.090722 ,882 ,0.09244003891944885
1510686375.6885545,884 ,0.09232185035943985
1510686381.125766 ,887 ,0.09214584529399872
1510686384.7557342,889 ,0.0920264795422554
1510686386.5753882,890 ,0.0919681191444397
1510686390.2586155,892 ,0.09185130894184113
1510686392.094074 ,893 ,0.0917925015091896
1510686397.6053135,896 ,0.09161858260631561
1510686399.444214 ,897 ,0.09156066924333572
1510686403.0592449,899 ,0.09144587069749832
1510686404.8707354,900 ,0.09138783812522888
1510686417.5235717,907 ,0.09099209308624268
1510686419.3289135,908 ,0.09093639999628067
1510686421.1626728,909 ,0.0908815860748291
1510686423.001757 ,910 ,0.09082569181919098
1510686424.8401544,911 ,0.09077218919992447
1510686426.6818016,912 ,0.09071829915046692
1510686428.5252004,913 ,0.0906614288687706
1510686432.2194686,915 ,0.09054896235466003
1510686434.0598745,916 ,0.0904950425028801
1510686435.8973246,917 ,0.09043791145086288
1510686441.3625634,920 ,0.0902755931019783
1510686443.1737144,921 ,0.09021852910518646
1510686444.9852674,922 ,0.09016525000333786
1510686446.7892308,923 ,0.09011069685220718
1510686450.4133987,925 ,0.09000197798013687
1510686461.250787 ,931 ,0.0896826982498169
1510686463.059098 ,932 ,0.08962982147932053
1510686464.858232 ,933 ,0.08957777172327042
1510686468.518062 ,935 ,0.08947274833917618
1510686475.7755084,939 ,0.08926369994878769
1510686481.1940374,942 ,0.08910355716943741
1510686486.6367507,945 ,0.08894376456737518
1510686493.9477332,949 ,0.08873378485441208
1510686499.371303 ,952 ,0.08857853710651398
1510686501.1697016,953 ,0.08852691203355789
1510686502.9743626,954 ,0.08847595006227493
1510686506.5903854,956 ,0.08837365359067917
1510686508.392402 ,957 ,0.0883224755525589
1510686510.193783 ,958 ,0.0882735326886177
1510686515.6321049,961 ,0.08812546730041504
1510686517.4300787,962 ,0.08807658404111862
1510686521.0279598,964 ,0.08797797560691833
1510686524.6528804,966 ,0.08788129687309265
1510686526.4725425,967 ,0.08783257007598877
1510686530.149153 ,969 ,0.08773625642061234
1510686533.8345141,971 ,0.08763933181762695
1510686535.677237 ,972 ,0.0875919833779335
1510686539.3597162,974 ,0.08749676495790482
1510686543.0434496,976 ,0.08740199357271194
1510686544.859816 ,977 ,0.08735202997922897
1510686546.6581876,978 ,0.08730487525463104
1510686548.455985 ,979 ,0.08725938946008682
1510686553.881486 ,982 ,0.08711663633584976
1510686555.6813445,983 ,0.08706892281770706
1510686557.5088673,984 ,0.08702004700899124
1510686563.0526114,987 ,0.08687486499547958
1510686564.9017072,988 ,0.08682876080274582
1510686579.5260644,996 ,0.08645777404308319
1510686584.92915  ,999 ,0.08632268011569977
1510686586.725246 ,1000,0.08627774566411972
1510686590.3228047,1002,0.08618782460689545
1510686593.9205317,1004,0.08610010892152786
1510686595.7316904,1005,0.08605601638555527
1510686601.1428304,1008,0.08592330664396286
1510686602.9571967,1009,0.08587925881147385
1510686606.5629356,1011,0.08578985184431076
1510686608.3733826,1012,0.08574387431144714
1510686610.1786926,1013,0.08569775521755219
1510686611.987028 ,1014,0.08565413951873779
1510686617.3886065,1017,0.08552142977714539
1510686631.909362 ,1025,0.08517508208751678
1510686633.709134 ,1026,0.08513130992650986
1510686635.5117145,1027,0.0850871205329895
1510686639.1320832,1029,0.08500243723392487
1510686642.756827 ,1031,0.08491626381874084
1510686644.5938778,1032,0.08487223833799362
1510686646.4364588,1033,0.0848323404788971
1510686650.0490901,1035,0.08474572002887726
1510686653.665845 ,1037,0.08466104418039322
1510686655.4970791,1038,0.08461693674325943
1510686657.3417013,1039,0.08457563817501068
1510686662.8548353,1042,0.08445091545581818
1510686664.6918387,1043,0.08440924435853958
1510686666.528267 ,1044,0.08436863124370575
1510686675.7485614,1049,0.08416450768709183
1510686679.4207306,1051,0.08407964557409286
1510686681.2542398,1052,0.0840398520231247
1510686684.935255 ,1054,0.08395635336637497
1510686686.7734776,1055,0.08391549438238144
1510686690.467373 ,1057,0.08383423089981079
1510686701.4802136,1063,0.0835907980799675
1510686703.324311 ,1064,0.08354976773262024
1510686706.9982393,1066,0.08347104489803314
1510686710.6819198,1068,0.0833897590637207
1510686718.0379057,1072,0.08322562277317047
1510686721.732858 ,1074,0.08314353227615356
1510686725.3887267,1076,0.08306532353162766
1510686729.0189497,1078,0.08298391103744507
1510686732.6851976,1080,0.08290472626686096
1510686736.2812674,1082,0.08282533288002014
1510686738.119347 ,1083,0.08278685063123703
1510686739.9540837,1084,0.08274699747562408
1510686741.7869015,1085,0.08270859718322754
1510686743.626333 ,1086,0.08266911655664444
1510686750.9757254,1090,0.08251519501209259
1510686754.6657887,1092,0.08243750035762787
1510686756.517614 ,1093,0.08239947259426117
1510686767.5301135,1099,0.08216957747936249
1510686771.1976995,1101,0.08209553360939026
1510686774.8607225,1103,0.0820227637887001
1510686776.6656518,1104,0.08198747783899307
1510686778.474646 ,1105,0.08195050805807114
1510686789.306143 ,1111,0.08173087239265442
1510686794.744459 ,1114,0.0816192626953125
1510686798.3556745,1116,0.0815458744764328
1510686803.7724   ,1119,0.08143145591020584
1510686809.2136774,1122,0.08132171630859375
1510686811.0504909,1123,0.0812847763299942
1510686814.7293725,1125,0.08121100813150406
1510686816.547939 ,1126,0.08117568492889404
1510686818.3635187,1127,0.08113878220319748
1510686820.1734114,1128,0.08110275864601135
1510686823.8192482,1130,0.08103177696466446
1510686825.6256025,1131,0.08099604398012161
1510686829.222737 ,1133,0.0809236541390419
1510686831.0177746,1134,0.08088986575603485
1510686832.8257372,1135,0.08085264265537262
1510686838.2732701,1138,0.08074717968702316
1510686840.0891697,1139,0.08071338385343552
1510686843.689397 ,1141,0.08064234256744385
1510686858.2473195,1149,0.08036115765571594
1510686860.0826867,1150,0.08032573759555817
1510686861.9318752,1151,0.08029105514287949
1510686863.7758133,1152,0.08025792241096497
1510686869.1897242,1155,0.08015190809965134
1510686870.9938276,1156,0.08011791110038757
1510686872.7967622,1157,0.0800839439034462
1510686878.22438  ,1160,0.07998213917016983
1510686880.0179992,1161,0.07994687557220459
1510686881.8169863,1162,0.07991545647382736
1510686887.2870142,1165,0.07981511205434799
1510686909.0619931,1177,0.07942099869251251
1510686914.5819452,1180,0.07932408154010773
1510686918.2512715,1182,0.07925915718078613
1510686920.0928087,1183,0.07922529429197311
1510686923.7652385,1185,0.07915722578763962
1510686925.6051345,1186,0.07912567257881165
1510686931.1185296,1189,0.07902471721172333
1510686936.6356041,1192,0.07892853021621704
1510686938.4691257,1193,0.07889638841152191
1510686940.3046463,1194,0.07886170595884323
1510686942.137763 ,1195,0.07883172482252121
1510686943.9323406,1196,0.07879822701215744
1510686945.773827 ,1197,0.07876597344875336
1510686947.6048915,1198,0.07873387634754181
1510686949.4368656,1199,0.07870122045278549
1510686953.1180549,1201,0.07863463461399078
1510686956.7988715,1203,0.07856914401054382
1510686958.6321583,1204,0.07853542268276215
1510686962.3102129,1206,0.07846983522176743
1510686965.9933956,1208,0.07840654253959656
1510686969.671885 ,1210,0.07834653556346893
1510686971.510579 ,1211,0.07831420004367828
1510686973.350417 ,1212,0.07828322052955627
1510686975.1889787,1213,0.07825232297182083
1510686977.0259163,1214,0.0782180055975914
1510686978.859878 ,1215,0.07818949967622757
1510686986.2384462,1219,0.07806188613176346
1510686995.3127093,1224,0.07790315896272659
1510686997.112184 ,1225,0.07786913961172104
1510687000.7268841,1227,0.07780452817678452
1510687002.532883 ,1228,0.0777740553021431
1510687009.7629967,1232,0.07764948904514313
1510687011.5679882,1233,0.07762029767036438
1510687013.3702488,1234,0.07758883386850357
1510687017.010325 ,1236,0.07752718776464462
1510687022.4472156,1239,0.07743502408266068
1510687027.886172 ,1242,0.07734352350234985
1510687031.5022047,1244,0.07728692889213562
1510687035.1186535,1246,0.07722572982311249
1510687036.9275134,1247,0.07719588279724121
1510687040.5474217,1249,0.07713554799556732
1510687042.386808 ,1250,0.07710488885641098
1510687047.8720112,1253,0.07701176404953003
1510687049.7080338,1254,0.07698506116867065
1510687051.5303843,1255,0.07695383578538895
1510687055.1454167,1257,0.0768929198384285
1510687056.9446373,1258,0.0768619179725647
1510687058.7951477,1259,0.07683054357767105
1510687062.4735548,1261,0.07677126675844193
1510687064.3175726,1262,0.07674170285463333
1510687066.1579468,1263,0.07671192288398743
1510687067.9993303,1264,0.07668206095695496
1510687069.836205 ,1265,0.07665319740772247
1510687071.668657 ,1266,0.07661988586187363
1510687080.8573625,1271,0.07647255808115005
1510687082.696268 ,1272,0.07644426077604294
1510687086.3672743,1274,0.07638581842184067
1510687093.7342207,1278,0.07627099007368088
1510687095.570813 ,1279,0.07624717056751251
1510687099.242024 ,1281,0.07618694752454758
